品名,户型,价格,用户点评,品名链接,详情链接,户型链接,点评链接,看房团链接,物业类别,项目特色,建筑类别,装修状况,产权年限,环线位置,销售状态,楼盘优惠,开盘时间,交房时间,售楼地址,咨询电话,占地面积,建筑面积,容积率,绿化率,停车位,楼栋总数,总户数,物业公司,物业费
绿地海珀玉晖,4室2厅1厨3卫 196.00㎡(建面)|3室2厅1厨2卫 143.00㎡(建面)|2室2厅1厨1卫 99.00㎡(建面)|3室2厅1厨2卫 135.00㎡(建面)|3室2厅1厨2卫 140.00㎡(建面)|4室2厅1厨3卫 188.00㎡(建面)|4室2厅1厨4卫 285.00㎡(建面)|4室2厅1厨4卫 285.82㎡(建面)|4室2厅1厨4卫 297.00㎡(建面)|,待定,3.8,http://haipoyuhuild.fang.com/,http://haipoyuhuild.fang.com/house/1211254140/housedetail.htm,http://haipoyuhuild.fang.com/photo/list_900_1211254140.htm,http://haipoyuhuild.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板塔结合高层,非毛坯,70年,内环以内,待售,暂无,2#等已于2016年8月27日加推[开盘时间详情],2、3、7、11#预计2018年底交房,普陀区白玉路光复西路,400-890-0000转828009,28000平方米,176000平方米,3.64,30%,共有1324个停车位，车位配比为1:1.7,8栋,564户,浙江南都物业管理有限公司,4.50元/㎡·月
中福浦江汇,1室1厅1厨1卫 46.18㎡(建面)|1室2厅1厨1卫 60.14㎡(建面)|2室2厅1厨1卫 94.42㎡(建面)|2室2厅1厨1卫 68.32㎡(建面)|2室2厅1厨1卫 88.00㎡(建面)|2室2厅1厨1卫 109.00㎡(建面)|3室2厅1厨2卫 122.00㎡(建面)|,待定,3.93,http://pujianghuizf.fang.com/,http://pujianghuizf.fang.com/house/1211046594/housedetail.htm,http://pujianghuizf.fang.com/photo/list_900_1211046594.htm,http://pujianghuizf.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,地铁沿线豪华居住区江景地产,塔楼小高层高层超高层,毛坯,70年,内环以内,待售,暂无,21#、22#已于2016年11月06日开盘[开盘时间详情],1-29#于2014年9月2日交房,上海市黄浦区海潮路133弄,400-890-0000转670671,46069平方米,292146平方米,3.5,35%,中福浦江汇有车位1259个。,29栋,2276户,上海中福联合物业管理有限公司,3.30元/㎡·月
中凯曼荼园,6室4厅1厨4卫 580.00㎡(建面)|,均价约128000元/平方米,3.93,http://mantuyuanzk.fang.com/,http://mantuyuanzk.fang.com/house/1210078420/housedetail.htm,http://mantuyuanzk.fang.com/photo/list_900_1210078420.htm,http://mantuyuanzk.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房低密居所特色别墅景观居所,独栋,毛坯,独栋:70年,外环以外,在售,暂无,1010#等2010年11月15日已开盘[开盘时间详情],1010#等2010年12月31日已交房,松江区佘天昆公路333弄,400-890-0000转655951,185764平方米,61715平方米,0.2,78%,中凯曼荼园每栋别墅都有独立车库。,47栋,47户,上海恒豪基业物业公司,11.80元/㎡·月
东郊罗兰别墅,5室7厅1厨7卫 380.00㎡(建面)|6室5厅1厨8卫 350.00㎡(建面)|6室8厅1厨6卫 413.00㎡(建面)|4室4厅1厨6卫 300.00㎡(建面)|,均价约130000元/平方米,3.93,http://dongjiaoluolanbieshu.fang.com/,http://dongjiaoluolanbieshu.fang.com/house/1211196342/housedetail.htm,http://dongjiaoluolanbieshu.fang.com/photo/list_900_1211196342.htm,http://dongjiaoluolanbieshu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,品牌地产国际化社区,独栋,毛坯,项目独栋:70年,中内环间,在售,暂无,9#、17#、23#等已于2015年7月5日开盘[开盘时间详情],2016年12月已交房,浦东新区金桥路3221弄近龙东大道,400-890-0000转818091,84241平方米,33695平方米,0.4,50%,每户3-4个停车位,85栋,85户,上海东莲物业管理有限公司,8.50元/㎡·月
月湖山庄,4室4厅1厨4卫 351.57㎡(建面)|4室4厅1厨4卫 580.00㎡(建面)|5室3厅1厨6卫 620.00㎡(建面)|6室4厅1厨6卫 618.00㎡(建面)|6室4厅1厨6卫 806.00㎡(建面)|6室4厅1厨6卫 814.00㎡(建面)|6室4厅1厨6卫 855.00㎡(建面)|4室4厅1厨4卫 538.00㎡(建面)|6室4厅1厨6卫 1049.20㎡(建面)|,约3000万元/套起,4.29,http://yuehushanzhuang.fang.com/,http://yuehushanzhuang.fang.com/house/1210037693/housedetail.htm,http://yuehushanzhuang.fang.com/photo/list_900_1210037693.htm,http://yuehushanzhuang.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房低密居所特色别墅,独栋,毛坯,独栋:70年,外环以外,在售,暂无,100#等2011年6月11日已开盘[开盘时间详情],100#等2010年6月30日已交房,松江区林荫路255弄,400-890-0000转673775,200000平方米,35820平方米,0.19,63.20%,月湖山庄别墅每户室内有双车位,55栋,55户,上海高力国际物业管理有限公司,8.00元/㎡·月
花源湾,4室4厅1厨3卫 230.00㎡(建面)|5室4厅1厨3卫 260.00㎡(建面)|4室4厅1厨3卫 195.00㎡(建面)|5室4厅1厨3卫 221.00㎡(建面)|,均价约900万元/套,3.88,http://huayuanwan.fang.com/,http://huayuanwan.fang.com/house/1210360942/housedetail.htm,http://huayuanwan.fang.com/photo/list_900_1210360942.htm,http://huayuanwan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房,独栋联排双拼,毛坯,独栋:70年联排:70年双拼:70年,外环以外,在售,暂无,26#、27#、31#，2010年10月31日已开盘[开盘时间详情],2010年12月已交房,上海市浦东新区南六公路99弄20支弄,400-890-0000转655808,81202平方米,14487平方米,0.18,41.55%,花源湾停车位比为1：1。,157栋,155户,上海鑫源经营管理有限公司,2.50元/㎡·月
中山学林苑,4室2厅1厨2卫 160.00㎡(建面)|4室2厅1厨2卫 176.00㎡(建面)|4室2厅1厨2卫 191.00㎡(建面)|4室2厅1厨2卫 200.00㎡(建面)|,待定,3.85,http://zhongshanxuelinyuan.fang.com/,http://zhongshanxuelinyuan.fang.com/house/1210126044/housedetail.htm,http://zhongshanxuelinyuan.fang.com/photo/list_900_1210126044.htm,http://zhongshanxuelinyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,现房,塔楼高层,"非毛坯,公共部分简单",70年,内环以内,待售,暂无,已于2017年10月8日开盘[开盘时间详情],2017年12月底已入住,静安区石门一路288号兴业中心1座38楼,400-890-0000转843496,8350平方米,21717平方米,2.6,35%,暂无资料,1栋,120户,上海瑞强物业管理有限公司,3.00元/㎡·月
虹桥1号,2室2厅1厨1卫 86.00㎡(建面)|2室2厅1厨2卫 117.00㎡(建面)|2室2厅1厨2卫 117.00㎡(建面)|2室2厅1厨1卫 80.00㎡(建面)|2室2厅1厨1卫 88.00㎡(建面)|2室2厅1厨1卫 88.00㎡(建面)|2室2厅1厨1卫 88.00㎡(建面)|2室2厅1厨1卫 89.00㎡(建面)|2室2厅1厨1卫 89.00㎡(建面)|2室2厅1厨1卫 91.00㎡(建面)|2室2厅1厨1卫 91.00㎡(建面)|2室2厅1厨1卫 93.00㎡(建面)|,待定,3.76,http://hongqiao1hao.fang.com/,http://hongqiao1hao.fang.com/house/1210836220/housedetail.htm,http://hongqiao1hao.fang.com/photo/list_900_1210836220.htm,http://hongqiao1hao.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,复合地产,板塔结合多层小高层高层,毛坯,70年,外环以外,待售,暂无,53#等已于2016年2月15加推[开盘时间详情],2017年年底已交房,闵行区北翟路2010号,400-890-0000转663928,91082平方米,199072平方米,1.81,35%,虹桥1号共有停车位1272个，车位比1:1.1。,55栋,1265户,彩生活物业公司,1.50元/㎡·月
中南君悦府,4室2厅1厨2卫 126.00㎡(建面)|3室2厅1厨2卫 114.00㎡(建面)|4室3厅1厨3卫 132.00㎡(建面)|4室2厅1厨2卫 126.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 114.00㎡(建面)|4室3厅1厨3卫 132.00㎡(建面)|,约530万元/套起,4.79,http://junyuefuzn.fang.com/,http://junyuefuzn.fang.com/house/1210125234/housedetail.htm,http://junyuefuzn.fang.com/photo/list_900_1210125234.htm,http://junyuefuzn.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼低层多层小高层高层,暂无,70年,外环以外,在售,暂无,2017年6月26日已加推[开盘时间详情],预计2018年年中全部房源交付,青浦区淀山湖大道大盈浦路1800弄,400-890-0000转805115,19396平方米,38793平方米,2,35%,共423个停车位，车位配比是1:1.05。,26栋,401户,中南物业,3.50元/㎡·月
上海西环中心星信名邸,3室2厅1厨1卫 85.00㎡(建面)|3室2厅1厨1卫 88.00㎡(建面)|3室2厅1厨1卫 88.00㎡(建面)|3室2厅1厨2卫 113.00㎡(建面)|3室2厅1厨2卫 128.00㎡(建面)|,待定,3.96,http://xihuanzhongxin021.fang.com/,http://xihuanzhongxin021.fang.com/house/1210125258/housedetail.htm,http://xihuanzhongxin021.fang.com/photo/list_900_1210125258.htm,http://xihuanzhongxin021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产地铁沿线水景地产,板楼高层,非毛坯,70年,外环以外,待售,暂无,1幢（7-8#）、5-6幢（1-4#）已于2017年6月26日开盘[开盘时间详情],预计2018年6月底交付,嘉定区德园路955弄,400-890-0000转832842,37323平方米,101100平方米,2,35%,约888个（地上240个/地下648个），车位配比1:0.87,12栋,772户,中海物业管理上海有限公司,4.00元/㎡·月
融信铂爵,3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|4室2厅1厨2卫 123.00㎡(建面)|3室2厅1厨2卫 108.00㎡(建面)|,均价约43000元/平方米,4.26,http://rongxinbojue.fang.com/,http://rongxinbojue.fang.com/house/1210125210/housedetail.htm,http://rongxinbojue.fang.com/photo/list_900_1210125210.htm,http://rongxinbojue.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,暂无,塔楼高层超高层,非毛坯,70年,外环以外,在售,暂无,2018年4月21日已加推[开盘时间详情],待定,青浦区大盈浦路1500弄,400-890-0000转810296,21195平方米,99600平方米,3,35%,住宅车位502个：40个地上，462个地下，商业车位162个。,6栋,484户,暂无资料,暂无资料
阳光星期8,2室2厅1厨1卫 83.00㎡(建面)|3室2厅1厨1卫 95.00㎡(建面)|3室2厅1厨2卫 104.00㎡(建面)|4室2厅1厨2卫 130.00㎡(建面)|,约31000元/平方米起,3.28,http://yangguangxingqi8mingting.fang.com/,http://yangguangxingqi8mingting.fang.com/house/1210124936/housedetail.htm,http://yangguangxingqi8mingting.fang.com/photo/list_900_1210124936.htm,http://yangguangxingqi8mingting.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼小高层高层,毛坯,70年,外环以外,在售,暂无,预计2018年7月中旬加推新房源[开盘时间详情],预计2019年12月交房,奉贤区南桥解放东路588号,400-890-0000转832931,41501平方米,144000平方米,2.2,35%,共1120个停车位，车位配比为1:1.17,11栋,1662户,阳光工联物业有限公司,3.20元/㎡·月
新城尚品,2室2厅1厨2卫 112.00㎡(建面)|2室2厅1厨2卫 121.00㎡(建面)|3室2厅1厨2卫 128.00㎡(建面)|3室2厅1厨2卫 130.00㎡(建面)|4室2厅1厨2卫 163.00㎡(建面)|4室2厅1厨2卫 165.00㎡(建面)|,均价约33000元/平方米,3.86,http://xinchengshangpin.fang.com/,http://xinchengshangpin.fang.com/house/1210125662/housedetail.htm,http://xinchengshangpin.fang.com/photo/list_900_1210125662.htm,http://xinchengshangpin.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,中式地产,板楼高层,"毛坯,非毛坯",70年,外环以外,在售,暂无,待定[开盘时间详情],预计2018年9月30日之前交付4#等,松江区新桥镇新中街188弄,400-890-0000转838978,45000平方米,76000平方米,1.2,35%,共计398个（地上：142地下：256个）停车位配比为1:0.8,10栋,553户,上海名驰物业管理有限公司,2.50元/㎡·月
华谊逸品澜湾,2室2厅1厨1卫 78.00㎡(建面)|2室2厅1厨1卫 82.00㎡(建面)|2室2厅1厨2卫 89.00㎡(建面)|2室2厅1厨2卫 89.00㎡(建面)|2室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨1卫 94.00㎡(建面)|3室2厅1厨2卫 111.00㎡(建面)|,均价约44000元/平方米,4.55,http://yipinlanwanhy.fang.com/,http://yipinlanwanhy.fang.com/house/1210125762/housedetail.htm,http://yipinlanwanhy.fang.com/photo/list_900_1210125762.htm,http://yipinlanwanhy.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产国际化社区地铁沿线,板楼高层,毛坯[8套装修案例],70年,外环以外,在售,暂无,已于2018年1月11日开盘[开盘时间详情],预计2019年10月份交房,上海市嘉定区南翔嘉程东路德园路交汇处,400-890-0000转801768,22461平方米,44402平方米,2.2,35%,共641个（地上148个/地下493个），车位配比1:1.34,6栋,480户,绿地物业公司,4.50元/㎡·月
古北香堤艺墅,4室2厅1厨6卫 250.31㎡(建面)|4室2厅1厨6卫 252.09㎡(建面)|4室2厅1厨6卫 261.77㎡(建面)|4室2厅1厨6卫 262.17㎡(建面)|4室2厅1厨4卫 210.13㎡(建面)|4室2厅1厨6卫 217.17㎡(建面)|4室2厅1厨4卫 218.46㎡(建面)|4室2厅1厨4卫 224.29㎡(建面)|,约900万元/套起,3.98,http://xiangdiyishugb.fang.com/,http://xiangdiyishugb.fang.com/house/1210921528/housedetail.htm,http://xiangdiyishugb.fang.com/photo/list_900_1210921528.htm,http://xiangdiyishugb.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,暂无,联排,毛坯,联排:70年,外环以外,在售,暂无,2015年8月11日已加推[开盘时间详情],2014-6-30,上海市青浦区沙淀中路珠溪路,400-890-0000转626600,132014平方米,156533平方米,0.66,50.17%,古北香堤艺墅规划有停车位527个,78栋,355户,上海古北物业管理公司,3.80元/㎡·月
季景铭郡,2室2厅1厨1卫 81.38㎡(建面)|2室2厅1厨1卫 87.82㎡(建面)|3室2厅1厨1卫 102.86㎡(建面)|3室2厅1厨1卫 104.00㎡(建面)|3室2厅1厨2卫 117.94㎡(建面)|3室2厅1厨2卫 128.00㎡(建面)|4室2厅1厨2卫 139.09㎡(建面)|4室2厅1厨2卫 143.53㎡(建面)|4室2厅1厨2卫 154.08㎡(建面)|,均价约48000元/平方米,3.65,http://jijingmingjun.fang.com/,http://jijingmingjun.fang.com/house/1211088198/housedetail.htm,http://jijingmingjun.fang.com/photo/list_900_1211088198.htm,http://jijingmingjun.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,湖景地产,板楼多层小高层高层,非毛坯,70年,外环以外,在售,暂无,待定[开盘时间详情],已于2016年8月底交房,上海市嘉定区南翔镇古猗园南路355弄(古漪园南路和金通路交叉口),400-890-0000转640237,72000平方米,133000平方米,1.8,35%,共1615个，车位配比1:1.27,36栋,1272户,狮城怡安（上海）物业管理有限公司,2.70元/㎡·月
信义嘉庭,4室2厅1厨2卫 130.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 110.00㎡(建面)|3室2厅1厨2卫 145.00㎡(建面)|3室2厅1厨2卫 150.00㎡(建面)|1室1厅1厨1卫 50.00㎡(建面)|2室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|4室2厅1厨2卫 130.00㎡(建面)|4室2厅1厨2卫 130.00㎡(建面)|4室2厅1厨2卫 120.00㎡(建面)|2室2厅1厨1卫 80.00㎡(建面)|,均价约37100元/平方米,3.88,http://xinyijiating.fang.com/,http://xinyijiating.fang.com/house/1211173646/housedetail.htm,http://xinyijiating.fang.com/photo/list_900_1211173646.htm,http://xinyijiating.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,塔楼高层,暂无,70年,外环以外,在售,暂无,2018年4月26日新房源开盘[开盘时间详情],复华路28弄1、3、6-8号2017年12月底已交房,嘉定区叶城路与新成路交叉口,400-890-0000转810800,57750平方米,188029平方米,2.2,35%,共1524个停车位，车位配比1:1.28,24栋,1187户,上海复瑞物业管理有限公司,2.80元/㎡·月
桐南美麓,3室2厅1厨1卫 87.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨3卫 113.00㎡(建面)|3室2厅1厨3卫 120.00㎡(建面)|3室2厅1厨2卫 128.00㎡(建面)|4室2厅1厨3卫 123.00㎡(建面)|4室2厅1厨3卫 139.00㎡(建面)|4室2厅1厨3卫 149.00㎡(建面)|2室2厅1厨1卫 79.00㎡(建面)|3室2厅1厨2卫 88.00㎡(建面)|,待定,3.14,http://tongnanmeilu.fang.com/,http://tongnanmeilu.fang.com/house/1210125340/housedetail.htm,http://tongnanmeilu.fang.com/photo/list_900_1210125340.htm,http://tongnanmeilu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房,叠拼",品牌地产花园洋房,板楼多层高层,"毛坯,非毛坯",70年叠拼:70年花园洋房:70年,外环以外,待售,暂无,待定[开盘时间详情],预计2019年6月30日交房,奉贤区南桥镇金海公路广丰路交汇处,400-890-0000转836711,87916平方米,158249平方米,1.8,35%,1807(机动车停车位共1807个，全部地下；非机动停车位1708个),15栋,1646户,东原物业,3.30元/㎡·月
华侨城苏河湾塔尖住宅,3室2厅1厨3卫 280.00㎡(建面)|4室2厅1厨2卫 518.00㎡(建面)|2室2厅1厨2卫 180.00㎡(建面)|3室2厅1厨2卫 225.00㎡(建面)|4室2厅1厨3卫 332.00㎡(建面)|,均价约190000元/平方米,4.19,http://suhewanhqc.fang.com/,http://suhewanhqc.fang.com/house/1211039828/housedetail.htm,http://suhewanhqc.fang.com/photo/list_900_1211039828.htm,http://suhewanhqc.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,江景地产豪华居住区,板楼高层超高层,非毛坯,70年,内环以内,在售,暂无,2016年5月初1#，2#已加推[开盘时间详情],2016年2月1日已交房,闸北区北苏州路912号（近甘肃路）,400-890-0000转680727,73474平方米,450000平方米,3.74,27%,华侨城苏河湾一期停车位约305个，二期停车位约800个。,2栋,480户,戴德梁行,13.00元/㎡·月
保利熙悦,3室2厅1厨2卫 94.00㎡(建面)|3室2厅1厨2卫 98.00㎡(建面)|3室2厅1厨2卫 106.00㎡(建面)|4室2厅1厨2卫 117.00㎡(建面)|4室2厅1厨2卫 123.00㎡(建面)|,均价约51000元/平方米,4.43,http://baolixiyue.fang.com/,http://baolixiyue.fang.com/house/1210125006/housedetail.htm,http://baolixiyue.fang.com/photo/list_900_1210125006.htm,http://baolixiyue.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼高层,非毛坯,70年,中外环间,在售,暂无,已于2018年3月25日开盘[开盘时间详情],预计2019年入住,宝山走马塘路1228弄,400-890-0000转834783,65600平方米,190000平方米,2.8,35%,共2001个（地上108个/地下1893个），车位配比1:0.77,15栋,1546户,保利物业有限公司,4.50元/㎡·月
华府天地愉园,4室3厅1厨3卫 149.00㎡(建面)|4室3厅1厨3卫 149.00㎡(建面)|4室3厅1厨4卫 175.00㎡(建面)|4室3厅1厨3卫 179.00㎡(建面)|4室3厅1厨4卫 191.00㎡(建面)|5室2厅1厨4卫 150.00㎡(建面)|5室2厅1厨4卫 152.00㎡(建面)|5室2厅1厨5卫 191.00㎡(建面)|,待定,4.09,http://tiandiyuyuanhf.fang.com/,http://tiandiyuyuanhf.fang.com/house/1211271270/housedetail.htm,http://tiandiyuyuanhf.fang.com/photo/list_900_1211271270.htm,http://tiandiyuyuanhf.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,品牌地产豪华居住区特色别墅,叠拼,非毛坯,叠拼:70年,外环以外,待售,暂无,1#等已于2016年5月21开盘[开盘时间详情],2017年12月31日已交房,闵行区昆阳北路3688弄,400-890-0000转829813,103157平方米,103157平方米,1,35%,共有机动车停车位1159个，车位比例1：1.6,47栋,680户,华府天地物业,6.80元/㎡·月
